date,item.id,quantity
2023-04-01,B00H2AAXMQ,4
2023-04-01,B007XA49BG,3
2023-04-01,B00H2AAXMQ,5
2023-04-01,B01FRQ5D4Y,1
2023-04-01,B001POKNZM,3
2023-04-01,B00H2AAXMQ,2
2023-04-01,B00BMJR13M,10
2023-04-01,B00H2AAXMQ,2
2023-04-01,B008TSVXWE,6
2023-04-01,B01FRQ5D4Y,10
2023-04-01,B000V937YQ,10
2023-04-01,B0170DUPD6,5
2023-04-01,B01FRQ5DV2,4
2023-04-01,B00016LA84,3
2023-04-01,B00H2AAXMQ,10
2023-04-01,B007XA49BG,5
2023-04-01,B007XA49BG,20
2023-04-01,B015IK012I,15
2023-04-01,B00H2AAXMQ,10
2023-04-01,B00H2AAXMQ,10
2023-04-01,B000VK7PG6,4
2023-04-01,B00GZ1RGM8,5
2023-04-01,B0015AWU7U,15
2023-04-01,B01FRQ5D4Y,2
2023-04-01,B00H2AAXMQ,1
2023-04-01,B01FRQ5DV2,2
2023-04-01,B00E2181U4,2
2023-04-01,B00H2AAXMQ,3
2023-04-01,B004K69OMU,2
2023-04-01,B00017028M,1
2023-04-01,B001KPUHS4,3
2023-04-01,B00H2AAXMQ,10
2023-04-01,B00CWAMS1U,2
2023-04-01,B0061Q7IQQ,5
2023-04-01,B01FRQ5DV2,4
2023-04-01,B01E99O6F2,5
2023-04-01,B01FRQ5D4Y,5
2023-04-01,B000FO1NFC,2
2023-04-01,B00017028M,15
2023-04-01,B01FRQ5D4Y,5
2023-04-01,B00H2AAXMQ,3
2023-04-01,B01FRQ5DV2,5
2023-04-01,B01FRQ5DV2,15
2023-04-01,B00112IM56,20
2023-04-01,B0011BPMUK,3
2023-04-01,B01FRQ5DV2,3
2023-04-01,B00H2AAXMQ,15
2023-04-01,B00A8HSA52,5
2023-04-01,B00I32VBD2,5
2023-04-01,B01FRQ5D4Y,5
2023-04-01,B01FRQ5DV2,5
2023-04-01,B000BGZNXW,15
2023-04-01,B008H19NWA,5
2023-04-01,B01FRQ5DV2,3
2023-04-01,B01FRQ5DV2,2
2023-04-01,B00H2AAXMQ,20
2023-04-01,B01FRQ5DV2,4
2023-04-01,B011LWRBES,5
2023-04-01,B00HRTZM3M,2
2023-04-01,B0112UXTLI,5
2023-04-01,B0011BPMUK,10
2023-04-01,B017281FCE,10
2023-04-01,B01FRQ5DV2,4
2023-04-01,B00H898MUG,15
2023-04-01,B00L4JURMM,3
2023-04-01,B00DY0B1GU,10
2023-04-01,B0087RVIOU,2
2023-04-01,B00H2AAXMQ,4
2023-04-01,B007XA49BG,5
2023-04-01,B00H2AAXMQ,15
2023-04-01,B007PY1DDC,10
2023-04-01,B01FRQ5D4Y,3
2023-04-01,B01FRQ5DV2,5
2023-04-01,B005OYMJ7E,1
2023-04-01,B0118D8VDU,15
2023-04-01,B011LWRBES,2
2023-04-01,B00H2AAXMQ,10
2023-04-01,B00H2AAXMQ,2
2023-04-01,B01FRQ5D4Y,15
2023-04-01,B0011BPMUK,15
2023-04-01,B004AVEW8G,15
2023-04-01,B00H2AAXMQ,3
2023-04-01,B00170LPPQ,15
2023-04-01,B000I7XGOC,10
2023-04-01,B00OHXFFRE,6
2023-04-01,B01FRQ5DV2,4
2023-04-01,B01D6D6AVK,10
2023-04-01,B003CI8GYY,3
2023-04-01,B00H2AAXMQ,5
2023-04-01,B00H2AAXMQ,20
2023-04-01,B01CIIX8QO,5
2023-04-01,B00017028M,1
2023-04-01,B00E2181U4,10
2023-04-01,B007XA49BG,10
2023-04-01,B0081KL4J2,4
2023-04-01,B007XA49BG,5
2023-04-01,B00H2AAXMQ,2
2023-04-01,B00KACQMK0,20
2023-04-01,B0057FBQTC,10
2023-04-01,B00DUOB5YI,15
2023-04-01,B01FRQ5D4Y,2
2023-04-01,B00017028M,10
2023-04-01,B004YGQK5K,10
2023-04-01,B00H2AAXMQ,5
2023-04-01,B007XA49BG,3
2023-04-01,B00H2AAXMQ,2
2023-04-01,B00EKLPLU4,2
2023-04-01,B00KQ27TSI,2
2023-04-01,B01FRQ5DV2,3
2023-04-01,B0011BPMUK,5
2023-04-01,B01BD0R1U2,3
2023-04-01,B01FRQ5D4Y,1
2023-04-01,B000XVHMY8,15
2023-04-01,B000I7XGOC,10
2023-04-01,B01FRQ5D4Y,4
2023-04-01,B0046X4INM,15
2023-04-01,B00APU1AUO,1
2023-04-01,B000I7XGOC,4
2023-04-01,B00H2AAXMQ,1
2023-04-01,B00BH5M26W,2
2023-04-01,B01FRQ5DV2,10
2023-04-01,B016EMS8G0,2
2023-04-01,B00EKLPLU4,4
2023-04-01,B01FRQ5D4Y,10
2023-04-01,B0002PHEU2,10
2023-04-01,B01FRQ5DV2,10
2023-04-01,B00H2AAXMQ,5
2023-04-01,B01FRQ5DV2,2
2023-04-01,B01FRQ5D4Y,3
2023-04-01,B00CXAEPHE,10
2023-04-01,B01FRQ5D4Y,5
2023-04-01,B00EKLPLU4,5
2023-04-01,B01FRQ5DV2,5
2023-04-01,B00DUF219A,10
2023-04-01,B004NRG77Q,5
2023-04-01,B00H2AAXMQ,2
2023-04-01,B000LRH6DQ,10
2023-04-01,B00017028M,4
2023-04-01,B00DUOB5YI,2
2023-04-01,B00H3VQ8T6,15
2023-04-01,B0013P3KC6,10
2023-04-01,B0012Z6QPA,4
2023-04-01,B00AQB146W,10
2023-04-01,B00060055O,10
2023-04-01,B000J0N1CK,15
2023-04-01,B00DUF219A,1
2023-04-01,B0112UXTLI,15
2023-04-01,B00ICT9MS2,4
2023-04-01,B01FRQ5D4Y,5
2023-04-01,B00H2AAXMQ,4
2023-04-01,B00H2AAXMQ,2
2023-04-01,B003YVNKKE,1
2023-04-01,B0074L3QZ4,10
2023-04-01,B007XA49BG,3
2023-04-01,B01FRQ5DV2,2
2023-04-01,B01FRQ5D4Y,15
2023-04-01,B000WS1KI6,5
2023-04-01,B002R81L92,5
2023-04-01,B01FRQ5D4Y,5
2023-04-01,B01FRQ5DV2,3
2023-04-01,B01FRQ5DV2,4
2023-04-01,B00E1EK81W,10
2023-04-01,B00KACQMK0,1
2023-04-01,B014V10S4Q,3
2023-04-01,B00017028M,10
2023-04-01,B00H2AAXMQ,10
2023-04-01,B01FRQ5DV2,4
2023-04-01,B01FRQ5DV2,3
2023-04-01,B0106A30A0,2
2023-04-01,B00H2AAXMQ,7
2023-04-01,B00H2AAXMQ,5
2023-04-01,B007XA49BG,5
2023-04-01,B00JPJYBM0,3
2023-04-01,B00H2AAXMQ,5
2023-04-01,B000J674BI,25
2023-04-01,B00H2AAXMQ,5
2023-04-01,B00H2AAXMQ,5
2023-04-01,B01FRQ5D4Y,3
2023-04-01,B00H2AAXMQ,5
2023-04-01,B01FRQ5D4Y,2
2023-04-01,B007JAA6N0,5
2023-04-01,B01FRQ5DV2,2
2023-04-01,B00H2AAXMQ,5
2023-04-01,B00BSD7ZF6,2
2023-04-01,B004U7QSYQ,2
2023-04-01,B001TZS10G,4
2023-04-01,B004YGQK5K,1
2023-04-01,B00KROYN1Q,10
2023-04-01,B000EWMJ8U,5
2023-04-01,B01CIIX8QO,10
2023-04-01,B00H2AAXMQ,10
2023-04-01,B004L045D8,1
2023-04-01,B00ZK8YIXW,5
2023-04-01,B00AQB146W,2
2023-04-01,B00H2AAXMQ,1
2023-04-01,B00017028M,10
2023-04-01,B01FRQ5D4Y,5
2023-04-01,B0001CXUHW,5
2023-04-01,B00H2AAXMQ,5
2023-04-01,B00017028M,3
2023-04-01,B01FRQ5D4Y,1
2023-04-01,B008K0Y3FK,4
2023-04-01,B00H2AAXMQ,20
2023-04-01,B009D2N972,15
2023-04-01,B01FRQ5DV2,2
2023-04-01,B00H2AAXMQ,15
2023-04-01,B0050IKSBI,10
2023-04-01,B01FRQ5D4Y,1
2023-04-01,B0011BPMUK,5
2023-04-01,B00FYDB5UC,3
2023-04-01,B01FRQ5DV2,10
2023-04-01,B0001CXUHW,3
2023-04-01,B01FRQ5DV2,3
2023-04-01,B00H2AAXMQ,1
2023-04-01,B01D6D6AVK,5
2023-04-01,B01FRQ5DV2,3
2023-04-01,B00UTZDFN0,5
2023-04-01,B00TBW787G,10
2023-04-01,B000CHMK1I,25
2023-04-01,B01FRQ5DV2,5
2023-04-01,B0007OVWKG,10
2023-04-01,B00KPX1W4U,3
2023-04-01,B01FRQ5DV2,4
2023-04-01,B01FRQ5D4Y,10
2023-04-01,B00017028M,5
2023-04-01,B004K69OMU,10
2023-04-01,B000BGZNXW,10
2023-04-01,B005MR9BOM,2
2023-04-01,B004YGQK5K,5
2023-04-01,B01FRQ5D4Y,5
2023-04-01,B0112RYWLC,3
2023-04-01,B0013P3KC6,2
2023-04-01,B00H2AAXMQ,5
2023-04-01,B000DT8S98,20
2023-04-01,B00H2AAXMQ,5
2023-04-01,B01FRQ5D4Y,15
2023-04-01,B002L0IRQG,2
2023-04-01,B01FRQ5DV2,5
2023-04-01,B00H2AAXMQ,15
2023-04-01,B00EWUEOAQ,2
2023-04-01,B000LQNCEE,10
2023-04-01,B00MIWNHOO,5
2023-04-01,B00H2AAXMQ,10
2023-04-01,B00H2AAXMQ,5
2023-04-01,B008426RXU,1
2023-04-01,B00017028M,5
2023-04-01,B004PDJT4G,10
2023-04-01,B00DUOB5YI,1
2023-04-01,B010BUF0LC,3
2023-04-01,B00KROYN1Q,5
2023-04-01,B0014WJ40U,1
2023-04-01,B01FRQ5DV2,4
2023-04-01,B00E2181U4,2
2023-04-01,B0001CXUHW,5
2023-04-01,B01FRQ5D4Y,1
2023-04-01,B01FRQ5DV2,15
2023-04-01,B005IH0GO0,10
2023-04-01,B0002YRLHE,3
2023-04-01,B009G74AXG,3
2023-04-01,B01E6OLE64,2
2023-04-01,B00H2AAXMQ,10
2023-04-01,B000I7XGOC,5
2023-04-01,B017281FCE,3
2023-04-01,B0070AJMFC,4
2023-04-01,B01FRQ5DV2,15
2023-04-01,B0011BPMUK,25
2023-04-01,B00H2AAXMQ,4
2023-04-01,B00017028M,15
2023-04-01,B00PYM8VLE,4
2023-04-01,B00PODMSO4,10
2023-04-01,B00EYNW502,2
2023-04-01,B018MCZBCY,10
2023-04-01,B0013P3KC6,20
2023-04-01,B000DT8S98,1
2023-04-01,B007XA49BG,5
2023-04-01,B0001WOLMU,10
2023-04-01,B01FRQ5D4Y,5
2023-04-01,B01FRQ5DV2,3
2023-04-01,B0093ZTUEA,3
2023-04-01,B00H2AAXMQ,5
2023-04-01,B00DUOB5YI,10
2023-04-01,B00YRCS85G,4
2023-04-01,B00B75BINU,1
2023-04-01,B007XA49BG,3
2023-04-01,B00KQ0W65Q,20
2023-04-01,B00H2AAXMQ,3
2023-04-01,B00H2AAXMQ,15
2023-04-01,B01FRQ5DV2,5
2023-04-01,B00EKLPLU4,5
2023-04-01,B00H2AAXMQ,5
2023-04-01,B004AVEW8G,5
2023-04-01,B00E4YNRNA,5
2023-04-01,B00TWUJPAK,3
2023-04-01,B00I01QFQE,4
2023-04-01,B001KUWEIK,5
2023-04-01,B004YGQK5K,1
2023-04-01,B000V937YQ,10
2023-04-01,B00B9SX92I,10
2023-04-01,B004YGQK5K,4
2023-04-01,B00H2AAXMQ,10
2023-04-01,B01FRQ5D4Y,4
2023-04-01,B01FRQ5DV2,10
2023-04-01,B007XA49BG,10
2023-04-01,B00JYK7MTO,15
2023-04-01,B0097TYQQ4,1
2023-04-01,B00017028M,1
2023-04-01,B00DGL4T3O,1
2023-04-01,B000NO943C,2
2023-04-01,B0057FBQTC,2
2023-04-01,B0001CXUHW,5
2023-04-01,B004YGQK5K,5
2023-04-01,B00D6Q9E3E,3
2023-04-01,B00C2UCB2G,5
2023-04-01,B0000DG56P,1
2023-04-01,B00IYYE366,20
2023-04-01,B01FRQ5D4Y,5
2023-04-01,B00LX5ZR3G,1
2023-04-01,B01FRQ5D4Y,2
2023-04-01,B00017028M,2
2023-04-01,B01FRQ5DV2,5
2023-04-01,B0001CXUHW,2
2023-04-01,B00H2AAXMQ,20
2023-04-01,B00BPEM2R4,15
2023-04-01,B00E0NSO5G,5
2023-04-01,B00H3TCGBW,5
2023-04-01,B005TBURAI,5
2023-04-01,B004AGBYRS,10
2023-04-01,B005MZQM6O,5
2023-04-01,B00E9M7FQW,20
2023-04-01,B008X8PRWM,10
2023-04-01,B00017028M,4
2023-04-01,B00MH7UY5K,5
2023-04-01,B0028FO5AG,10
2023-04-01,B01FRQ5D4Y,15
2023-04-01,B01FRQ5D4Y,3
2023-04-01,B0011BPMUK,15
2023-04-01,B00017028M,3
2023-04-01,B0001CXUHW,10
2023-04-01,B0001CXUHW,20
2023-04-01,B00H2AAXMQ,4
2023-04-01,B00H2AAXMQ,1
2023-04-01,B00B04J55Q,5
2023-04-01,B001CDOBCM,10
2023-04-01,B0096POTKM,10
2023-04-01,B017WUNPK2,2
2023-04-01,B0096MPAWQ,5
2023-04-01,B01FRQ5D4Y,5
2023-04-01,B004IRTIUY,25
2023-04-01,B0011BPMUK,1
2023-04-01,B0055DST3C,5
2023-04-01,B00H2AAXMQ,10
2023-04-01,B0001CXUHW,6
2023-04-01,B001PQOAP4,15
2023-04-01,B01FRQ5D4Y,20
2023-04-01,B00H2AAXMQ,10
2023-04-01,B005BSYRPK,4
2023-04-01,B01FRQ5DV2,3
2023-04-01,B00H2AAXMQ,10
2023-04-01,B00AJRKHZC,4
2023-04-01,B0112RYWLC,20
2023-04-01,B0001CXUHW,3
2023-04-01,B01FRQ5D4Y,20
2023-04-01,B000B6O4LO,7
2023-04-01,B00H2AAXMQ,5
2023-04-01,B009D2N972,3
2023-04-01,B01FRQ5DV2,3
2023-04-01,B01FRQ5D4Y,15
2023-04-01,B00H2AAXMQ,5
2023-04-01,B00017028M,10
2023-04-01,B01FRQ5DV2,5
2023-04-01,B00EKLPLU4,2
2023-04-01,B008US0MCA,5
2023-04-01,B001EO7GJ4,15
2023-04-01,B00H2AAXMQ,2
2023-04-01,B018MCZBCY,5
2023-04-01,B000E73MW2,2
2023-04-01,B0001WOLMU,2
2023-04-01,B01FRQ5D4Y,3
2023-04-01,B00E2181U4,5
2023-04-01,B01FRQ5DV2,2
2023-04-01,B00H2AAXMQ,5
2023-04-01,B00017028M,3
2023-04-01,B000AXQHZO,20
2023-04-01,B00H2AAXMQ,15
2023-04-01,B01FRQ5D4Y,1
2023-04-01,B000NO943C,10
2023-04-01,B00WU1OCWO,2
2023-04-01,B01FRQ5DV2,3
2023-04-01,B0096MPAWQ,20
2023-04-01,B00X60O9VW,10
2023-04-01,B00L737EZ8,15
2023-04-01,B0093ZTUEA,1
2023-04-01,B000MCY79G,5
2023-04-01,B00H2AAXMQ,10
2023-04-01,B00H2AAXMQ,1
2023-04-01,B00KPX2VGS,3
2023-04-01,B000PC47WK,5
2023-04-01,B00H2AAXMQ,10
2023-04-01,B01FRQ5DV2,10
2023-04-01,B00017028M,5
2023-04-01,B01FRQ5D4Y,10
2023-04-01,B01FRQ5DV2,3
2023-04-01,B00H2AAXMQ,4
2023-04-01,B0087RVIOU,6
2023-04-01,B01FRQ5DV2,15
2023-04-01,B000Q6QZES,5
2023-04-01,B00DUOB5YI,4
2023-04-01,B0096MPAWQ,2
2023-04-01,B00017028M,6
2023-04-01,B00AOQDMJ6,10
2023-04-01,B00H2AAXMQ,2
2023-04-01,B00HZNBM7K,10
2023-04-01,B00H2AAXMQ,4
2023-04-01,B00H2AAXMQ,5
2023-04-01,B01FRQ5D4Y,2
2023-04-01,B00017028M,2
2023-04-01,B007XA49BG,1
2023-04-01,B00H2AAXMQ,3
2023-04-01,B00H2AAXMQ,5
2023-04-01,B01133LB1E,15
2023-04-01,B009POTGE8,5
2023-04-01,B0048MN0TE,5
2023-04-01,B00H2AAXMQ,2
2023-04-01,B00017028M,15
2023-04-01,B007XA49BG,15
2023-04-01,B00H2AAXMQ,1
2023-04-01,B01FRQ5D4Y,15
2023-04-01,B01FRQ5DV2,4
2023-04-01,B00H2AAXMQ,4
2023-04-01,B011LWRBES,15
2023-04-01,B000M806YK,5
2023-04-01,B01FRQ5DV2,15
2023-04-01,B00H2AAXMQ,10
2023-04-01,B010BUF0LC,3
2023-04-01,B01FRQ5DV2,3
2023-04-01,B004YGQK5K,15
2023-04-01,B01AMDRA5W,4
2023-04-01,B01FRQ5DV2,10
2023-04-01,B01FRQ5DV2,6
2023-04-01,B001NH57LQ,4
2023-04-01,B00H2AAXMQ,15
2023-04-01,B00H2AAXMQ,1
2023-04-01,B005TBURAI,3
2023-04-01,B01C4TRTTY,10
2023-04-01,B00H2AAXMQ,15
2023-04-01,B01FRQ5DV2,1
2023-04-01,B00JLZCO6I,3
2023-04-01,B01FRQ5DV2,5
2023-04-01,B01FRQ5DV2,5
2023-04-01,B003VF7Q62,15
2023-04-01,B00H2AAXMQ,2
2023-04-01,B00OSKQGAG,15
2023-04-01,B00112IM56,1
2023-04-01,B01FRQ5D4Y,15
2023-04-01,B00H2AAXMQ,3
2023-04-01,B00ATGXZFC,10
2023-04-01,B01FRQ5DV2,15
2023-04-01,B00H2AAXMQ,10
2023-04-01,B004YGQK5K,2
2023-04-01,B01FRQ5DV2,10
2023-04-01,B00H2AAXMQ,20
2023-04-01,B01ED2HI5A,20
2023-04-01,B00H2AAXMQ,5
2023-04-01,B000AXWA00,15
2023-04-01,B00KROYN1Q,4
2023-04-01,B00EKLPLU4,2
2023-04-01,B00H2AAXMQ,10
2023-04-01,B00H2AAXMQ,15
2023-04-01,B00H2AAXMQ,15
2023-04-01,B00017028M,15
2023-04-01,B007XA49BG,10
2023-04-01,B01FRQ5D4Y,3
2023-04-01,B0096MPAWQ,5
2023-04-01,B00H2AAXMQ,2
2023-04-01,B00H2AAXMQ,5
2023-04-01,B004YGQK5K,2
2023-04-01,B00H2AAXMQ,10
2023-04-01,B01BH8S92E,10
2023-04-01,B01FRQ5D4Y,2
2023-04-01,B00KACQMK0,4
2023-04-01,B00H2AAXMQ,5
2023-04-01,B00H2AAXMQ,3
2023-04-01,B00KC44YJM,10
2023-04-01,B004QXIWCK,10
2023-04-01,B01FRQ5DV2,10
2023-04-01,B0001CXUHW,20
2023-04-01,B01FRQ5DV2,10
2023-04-01,B00017028M,10
2023-04-01,B01FRQ5DV2,5
2023-04-01,B004YGQK5K,5
2023-04-01,B005ECLNIM,3
2023-04-01,B0012Z6QPA,2
2023-04-01,B007I6TGAE,2
2023-04-01,B00017028M,1
2023-04-01,B00017028M,4
2023-04-01,B00H2AAXMQ,5
2023-04-01,B00H2AAXMQ,7
2023-04-01,B01FRQ5D4Y,4
2023-04-01,B014V10S4Q,4
2023-04-01,B01FRQ5DV2,1
2023-04-01,B000TYKI9K,15
2023-04-01,B0087RVIOU,15
2023-04-01,B01FRQ5DV2,5
2023-04-01,B00UPKS9SA,2
2023-04-01,B00H2AAXMQ,5
2023-04-01,B00H2AAXMQ,10
2023-04-01,B01FRQ5DV2,10
2023-04-01,B0041UER5Y,15
2023-04-01,B001O8KIWC,3
2023-04-01,B00H2AAXMQ,4
2023-04-01,B00H2AAXMQ,2
2023-04-01,B00017028M,4
2023-04-01,B01FRQ5DV2,15
2023-04-01,B003VFC0XQ,10
2023-04-01,B01FRQ5D4Y,3
2023-04-01,B0011BPMUK,2
2023-04-01,B001U5Q170,5
2023-04-01,B01FRQ5DV2,3
2023-04-01,B01FRQ5DV2,5
2023-04-01,B00FLJYPF6,10
2023-04-01,B00H2AAXMQ,3
2023-04-01,B00017028M,5
2023-04-01,B00017028M,15
2023-04-01,B01FRQ5D4Y,2
2023-04-01,B00112IM56,4
2023-04-01,B0002PHEDO,10
2023-04-01,B00H2AAXMQ,10
2023-04-01,B0005ZZABY,5
2023-04-01,B00H2AAXMQ,3
2023-04-01,B00BPHH794,5
2023-04-01,B00BPHH794,5
2023-04-01,B0096MPAWQ,10
2023-04-01,B01FRQ5DV2,3
2023-04-01,B01FRQ5DV2,2
2023-04-01,B005D50WD2,1
2023-04-01,B00HLM2TW2,10
2023-04-01,B003CE4M14,4
2023-04-01,B00M6S5DLU,1
2023-04-01,B000AXW9Z6,10
2023-04-01,B01FRQ5D4Y,10
2023-04-01,B004K69OMU,2
2023-04-01,B01FRQ5D4Y,5
2023-04-01,B004AOFZRA,4
2023-04-01,B01FRQ5DV2,5
2023-04-01,B01FRQ5D4Y,6
2023-04-01,B011LWRBES,2
2023-04-01,B00FCJXSNK,4
2023-04-01,B007XA49BG,5
2023-04-01,B01FRQ5DV2,3
2023-04-01,B0097TYQQ4,10
2023-04-01,B015IK012I,10
2023-04-01,B00H2AAXMQ,15
2023-04-01,B01FRQ5D4Y,10
2023-04-01,B01FRQ5DV2,5
2023-04-01,B001PB30AK,3
2023-04-01,B010BUF0LC,5
2023-04-01,B00E2181U4,10
2023-04-01,B01FRQ5DV2,5
2023-04-01,B01FRQ5D4Y,10
2023-04-01,B01FRQ5D4Y,15
2023-04-01,B0096MPAWQ,7
2023-04-01,B01FRQ5D4Y,3
2023-04-01,B004YGQK5K,3
2023-04-01,B00017028M,20
2023-04-01,B01FRQ5DV2,4
2023-04-01,B001CDVCBU,3
2023-04-01,B01FRQ5DV2,3
2023-04-01,B000I7XGOC,10
2023-04-01,B00H2AAXMQ,3
2023-04-01,B00HVAWB54,2
2023-04-01,B01FRQ5DV2,4
2023-04-01,B01FRQ5DV2,5
2023-04-01,B003T0668I,5
2023-04-01,B00H2AAXMQ,3
2023-04-01,B00017028M,10
2023-04-01,B00E2181U4,2
2023-04-01,B01133LB1E,3
2023-04-01,B01C8G34MY,2
2023-04-01,B00DQV4DF8,15
2023-04-01,B00C3H9OEG,10
2023-04-01,B00FCZHEAW,5
2023-04-01,B00FBSST9K,10
2023-04-01,B00F8FHRF8,20
2023-04-01,B00MWTWEGU,15
2023-04-01,B00H2AAXMQ,5
2023-04-01,B00017028M,3
2023-04-01,B00112IM56,5
2023-04-01,B01FRQ5DV2,10
2023-04-01,B00QKUYVGI,20
2023-04-01,B01FRQ5DV2,1
2023-04-01,B00H3TTF34,20
2023-04-01,B002CIP40E,20
2023-04-01,B0001CXUHW,4
